project_id,year,resource,role_description,bill_rate,cost_rate,total_hours,labor_revenue,labor_cost,labor_margin
PROJ-0008,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",236.5,122.98,458.2,108364.3,56349.44,52014.86
PROJ-0008,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",221.54,115.2,440.0,97477.6,50688.0,46789.6
PROJ-0009,2024,Sr. Project Manager,,240.42,120.21,231.1,55561.06,27780.53,27780.53
PROJ-0009,2024,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",376.06,169.23,419.9,157907.59,71059.68,86847.91
PROJ-0009,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",285.96,142.98,666.5,190592.34,95296.17,95296.17
PROJ-0010,2023,Sr. Project Manager,,251.9,125.95,151.5,38162.85,19081.42,19081.43
PROJ-0010,2024,Sr. Project Manager,,251.9,125.95,479.2,120710.48,60355.24,60355.24
PROJ-0010,2023,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",328.22,147.7,423.6,139033.99,62565.72,76468.27
PROJ-0010,2024,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",328.22,147.7,1057.0,346928.54,156118.9,190809.64
PROJ-0010,2023,Sr. Data Scientist,,313.89,147.53,508.0,159456.12,74945.24,84510.88
PROJ-0010,2024,Sr. Data Scientist,,313.89,147.53,1153.8,362166.28,170220.11,191946.17
PROJ-0010,2023,Data Scientist,,314.13,157.06,478.0,150154.14,75074.68,75079.46
PROJ-0010,2024,Data Scientist,,314.13,157.06,1101.3,345951.37,172970.18,172981.19
PROJ-0010,2023,Data Scientist,,297.6,148.8,431.7,128473.92,64236.96,64236.96
PROJ-0010,2024,Data Scientist,,297.6,148.8,1401.9,417205.44,208602.72,208602.72
PROJ-0010,2023,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",319.63,159.81,506.0,161732.78,80863.86,80868.92
PROJ-0010,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",319.63,159.81,1168.1,373359.8,186674.06,186685.74
PROJ-0010,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",258.1,134.21,425.5,109821.55,57106.36,52715.19
PROJ-0010,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",258.1,134.21,1119.9,289046.19,150301.78,138744.41
PROJ-0010,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",222.81,115.86,430.1,95830.58,49831.39,45999.19
PROJ-0010,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",222.81,115.86,1394.5,310708.54,161566.77,149141.77
PROJ-0011,2023,Sr. Project Manager,,275.12,137.56,307.4,84571.89,42285.94,42285.95
PROJ-0011,2023,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",374.29,168.43,416.3,155816.93,70117.41,85699.52
PROJ-0011,2023,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",270.87,135.44,613.4,166151.66,83078.9,83072.76
PROJ-0011,2023,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",309.35,154.68,616.3,190652.4,95329.28,95323.12
PROJ-0011,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",224.09,116.53,646.0,144762.14,75278.38,69483.76
PROJ-0011,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",230.78,120.01,616.7,142322.03,74010.17,68311.86
PROJ-0012,2024,Sr. Project Manager,,288.73,144.37,83.2,24022.34,12011.58,12010.76
PROJ-0012,2025,Sr. Project Manager,,288.73,144.37,160.5,46341.17,23171.39,23169.78
PROJ-0012,2024,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",369.3,166.19,120.4,44463.72,20009.28,24454.44
PROJ-0012,2025,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",369.3,166.19,316.1,116735.73,52532.66,64203.07
PROJ-0012,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",312.46,156.23,174.2,54430.53,27215.27,27215.26
PROJ-0012,2025,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",312.46,156.23,331.8,103674.23,51837.11,51837.12
PROJ-0012,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",311.08,155.54,157.7,49057.32,24528.66,24528.66
PROJ-0012,2025,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",311.08,155.54,333.6,103776.29,51888.14,51888.15
PROJ-0012,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",243.39,126.56,188.4,45854.68,23843.9,22010.78
PROJ-0012,2025,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",243.39,126.56,342.4,83336.74,43334.14,40002.6
PROJ-0012,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",233.28,121.31,173.1,40380.77,20998.76,19382.01
PROJ-0012,2025,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",233.28,121.31,343.5,80131.68,41669.99,38461.69
PROJ-0013,2023,Program Director,,412.91,185.81,30.0,12387.3,5574.3,6813.0
PROJ-0013,2024,Program Director,,412.91,185.81,351.8,145261.74,65367.96,79893.78
PROJ-0013,2025,Program Director,,412.91,185.81,84.2,34767.02,15645.2,19121.82
PROJ-0013,2023,Sr. Program Manager,,339.33,162.88,88.6,30064.64,14431.17,15633.47
PROJ-0013,2024,Sr. Program Manager,,339.33,162.88,1100.3,373364.8,179216.86,194147.94
PROJ-0013,2025,Sr. Program Manager,,339.33,162.88,169.9,57652.17,27673.31,29978.86
PROJ-0013,2023,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",348.48,156.82,132.3,46103.9,20747.29,25356.61
PROJ-0013,2024,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",348.48,156.82,1129.5,393608.16,177128.19,216479.97
PROJ-0013,2025,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",348.48,156.82,283.0,98619.84,44380.06,54239.78
PROJ-0013,2023,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",364.22,163.9,128.6,46838.69,21077.54,25761.15
PROJ-0013,2024,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",364.22,163.9,1158.7,422021.71,189910.93,232110.78
PROJ-0013,2025,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",364.22,163.9,401.1,146088.64,65740.29,80348.35
PROJ-0013,2023,Sr. Product Manager,,325.99,156.48,115.4,37619.25,18057.79,19561.46
PROJ-0013,2024,Sr. Product Manager,,325.99,156.48,1378.5,449377.22,215707.68,233669.54
PROJ-0013,2025,Sr. Product Manager,,325.99,156.48,349.0,113770.51,54611.52,59158.99
PROJ-0013,2023,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",319.33,159.66,228.6,72998.84,36498.28,36500.56
PROJ-0013,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",319.33,159.66,2075.6,662801.35,331390.3,331411.05
PROJ-0013,2025,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",319.33,159.66,470.0,150085.1,75040.2,75044.9
PROJ-0013,2023,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",316.4,158.2,199.2,63026.88,31513.44,31513.44
PROJ-0013,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",316.4,158.2,1707.1,540126.44,270063.22,270063.22
PROJ-0013,2025,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",316.4,158.2,479.6,151745.44,75872.72,75872.72
PROJ-0013,2023,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",251.73,125.86,223.4,56236.48,28117.12,28119.36
PROJ-0013,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",251.73,125.86,1606.0,404278.38,202131.16,202147.22
PROJ-0013,2025,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",251.73,125.86,505.8,127325.03,63659.99,63665.04
PROJ-0013,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",204.42,106.3,205.6,42028.75,21855.28,20173.47
PROJ-0013,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",204.42,106.3,1691.4,345755.99,179795.82,165960.17
PROJ-0013,2025,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",204.42,106.3,552.3,112901.17,58709.49,54191.68
PROJ-0013,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",222.38,115.64,201.4,44787.33,23289.9,21497.43
PROJ-0013,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",222.38,115.64,1719.6,382404.65,198854.54,183550.11
PROJ-0013,2025,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",222.38,115.64,437.5,97291.25,50592.5,46698.75
PROJ-0013,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",248.31,129.12,198.2,49215.04,25591.58,23623.46
PROJ-0013,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",248.31,129.12,1701.0,422375.31,219633.12,202742.19
PROJ-0013,2025,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",248.31,129.12,463.8,115166.18,59885.86,55280.32
PROJ-0013,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",226.48,117.77,227.6,51546.85,26804.45,24742.4
PROJ-0013,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",226.48,117.77,1672.5,378787.8,196970.32,181817.48
PROJ-0013,2025,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",226.48,117.77,437.3,99039.7,51500.82,47538.88
PROJ-0013,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",224.8,116.9,214.2,48152.16,25039.98,23112.18
PROJ-0013,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",224.8,116.9,1706.9,383711.12,199536.61,184174.51
PROJ-0013,2025,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",224.8,116.9,435.3,97855.44,50886.57,46968.87
PROJ-0013,2023,Offshore Solution Architect,"Infrastructure Architect, App Architect, Data Architect, AI Architect",167.87,83.94,237.6,39885.91,19944.14,19941.77
PROJ-0013,2024,Offshore Solution Architect,"Infrastructure Architect, App Architect, Data Architect, AI Architect",167.87,83.94,2025.9,340087.83,170054.05,170033.78
PROJ-0013,2025,Offshore Solution Architect,"Infrastructure Architect, App Architect, Data Architect, AI Architect",167.87,83.94,482.2,80946.91,40475.87,40471.04
PROJ-0013,2023,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",146.65,80.66,190.4,27922.16,15357.66,12564.5
PROJ-0013,2024,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",146.65,80.66,1909.0,279954.85,153979.94,125974.91
PROJ-0013,2025,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",146.65,80.66,521.0,76404.65,42023.86,34380.79
PROJ-0013,2023,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",137.92,75.86,217.6,30011.39,16507.14,13504.25
PROJ-0013,2024,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",137.92,75.86,1613.1,222478.75,122369.77,100108.98
PROJ-0013,2025,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",137.92,75.86,464.1,64008.67,35206.63,28802.04
PROJ-0013,2023,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",139.44,76.69,227.8,31764.43,17469.98,14294.45
PROJ-0013,2024,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",139.44,76.69,1881.5,262356.36,144292.23,118064.13
PROJ-0013,2025,Offshore Senior Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",139.44,76.69,491.6,68548.7,37700.8,30847.9
PROJ-0013,2023,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",107.82,62.54,213.1,22976.44,13327.27,9649.17
PROJ-0013,2024,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",107.82,62.54,1810.5,195208.11,113228.67,81979.44
PROJ-0013,2025,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",107.82,62.54,456.1,49176.7,28524.49,20652.21
PROJ-0013,2023,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",137.31,79.64,227.8,31279.22,18141.99,13137.23
PROJ-0013,2024,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",137.31,79.64,1761.0,241802.91,140246.04,101556.87
PROJ-0013,2025,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",137.31,79.64,476.4,65414.48,37940.5,27473.98
PROJ-0013,2023,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",144.47,83.79,181.2,26177.96,15182.75,10995.21
PROJ-0013,2024,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",144.47,83.79,1958.2,282901.15,164077.58,118823.57
PROJ-0013,2025,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",144.47,83.79,443.7,64101.34,37177.62,26923.72
PROJ-0013,2023,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",89.27,51.78,201.0,17943.27,10407.78,7535.49
PROJ-0013,2024,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",89.27,51.78,1884.4,168220.39,97574.23,70646.16
PROJ-0013,2025,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",89.27,51.78,464.8,41492.7,24067.34,17425.36
PROJ-0013,2023,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",113.82,66.02,210.8,23993.26,13917.02,10076.24
PROJ-0013,2024,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",113.82,66.02,2038.4,232010.69,134575.17,97435.52
PROJ-0013,2025,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",113.82,66.02,501.1,57035.2,33082.62,23952.58
PROJ-0014,2024,Sr. Project Manager,,245.28,122.64,489.9,120162.67,60081.34,60081.33
PROJ-0014,2024,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",366.71,165.02,782.0,286767.22,129045.64,157721.58
PROJ-0014,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",304.33,152.16,902.7,274718.69,137354.83,137363.86
PROJ-0014,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",323.98,161.99,1162.1,376497.16,188248.58,188248.58
PROJ-0014,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",204.55,106.37,1113.4,227745.97,118432.36,109313.61
PROJ-0014,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",209.78,109.09,1197.2,251148.62,130602.55,120546.07
PROJ-0015,2024,Sr. Project Manager,,258.93,129.47,34.9,9036.66,4518.5,4518.16
PROJ-0015,2025,Sr. Project Manager,,258.93,129.47,288.8,74778.98,37390.94,37388.04
PROJ-0015,2024,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",374.08,168.34,32.9,12307.23,5538.39,6768.84
PROJ-0015,2025,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",374.08,168.34,662.1,247678.37,111457.91,136220.46
PROJ-0015,2024,Sr. Data Scientist,,319.96,150.38,63.4,20285.46,9534.09,10751.37
PROJ-0015,2025,Sr. Data Scientist,,319.96,150.38,791.5,253248.34,119025.77,134222.57
PROJ-0015,2024,Data Scientist,,287.63,143.81,60.9,17516.67,8758.03,8758.64
PROJ-0015,2025,Data Scientist,,287.63,143.81,728.4,209509.69,104751.2,104758.49
PROJ-0015,2024,Data Scientist,,278.61,139.31,70.9,19753.45,9877.08,9876.37
PROJ-0015,2025,Data Scientist,,278.61,139.31,851.0,237097.11,118552.81,118544.3
PROJ-0015,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",260.15,130.07,76.4,19875.46,9937.35,9938.11
PROJ-0015,2025,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",260.15,130.07,772.7,201017.9,100505.09,100512.81
PROJ-0015,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",274.32,142.65,67.4,18489.17,9614.61,8874.56
PROJ-0015,2025,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",274.32,142.65,792.9,217508.33,113107.18,104401.15
PROJ-0015,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",226.96,118.02,61.6,13980.74,7270.03,6710.71
PROJ-0015,2025,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",226.96,118.02,903.2,204990.27,106595.66,98394.61
PROJ-0016,2023,Sr. Project Manager,,269.35,134.68,193.2,52038.42,26020.18,26018.24
PROJ-0016,2024,Sr. Project Manager,,269.35,134.68,207.7,55944.0,27973.04,27970.96
PROJ-0016,2023,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",361.43,162.64,282.7,102176.26,45978.33,56197.93
PROJ-0016,2024,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",361.43,162.64,457.8,165462.65,74456.59,91006.06
PROJ-0016,2023,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",279.61,139.81,398.9,111536.43,55770.21,55766.22
PROJ-0016,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",279.61,139.81,622.3,174001.3,87003.76,86997.54
PROJ-0016,2023,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",302.37,151.19,438.7,132649.72,66327.05,66322.67
PROJ-0016,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",302.37,151.19,646.2,195391.49,97698.98,97692.51
PROJ-0016,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",259.95,135.17,434.7,113000.26,58758.4,54241.86
PROJ-0016,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",259.95,135.17,714.8,185812.26,96619.52,89192.74
PROJ-0016,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",226.11,117.58,422.1,95441.03,49630.52,45810.51
PROJ-0016,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",226.11,117.58,665.5,150476.21,78249.49,72226.72
PROJ-0016,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",201.45,104.75,420.2,84649.29,44015.95,40633.34
PROJ-0016,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",201.45,104.75,701.5,141317.17,73482.12,67835.05
PROJ-0016,2023,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",142.22,82.49,367.1,52208.96,30282.08,21926.88
PROJ-0016,2024,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",142.22,82.49,670.7,95386.95,55326.04,40060.91
PROJ-0016,2023,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",137.07,79.5,378.9,51935.82,30122.55,21813.27
PROJ-0016,2024,Offshore Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",137.07,79.5,654.8,89753.44,52056.6,37696.84
PROJ-0017,2023,Sr. Project Manager,,253.6,126.8,633.9,160757.04,80378.52,80378.52
PROJ-0017,2024,Sr. Project Manager,,253.6,126.8,76.2,19324.32,9662.16,9662.16
PROJ-0017,2023,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",343.13,154.41,754.1,258754.33,116440.58,142313.75
PROJ-0017,2024,Sr. Solution Architect,"Program Architect, Infrastructure Architect, Security Architect, Application Architect, Data Architect, AI Architect, QA Architect",343.13,154.41,127.0,43577.51,19610.07,23967.44
PROJ-0017,2023,Sr. Data Scientist,,328.22,154.26,1098.4,360516.85,169439.18,191077.67
PROJ-0017,2024,Sr. Data Scientist,,328.22,154.26,181.5,59571.93,27998.19,31573.74
PROJ-0017,2023,Data Scientist,,273.94,136.97,1151.0,315304.94,157652.47,157652.47
PROJ-0017,2024,Data Scientist,,273.94,136.97,154.2,42241.55,21120.77,21120.78
PROJ-0017,2023,Data Scientist,,273.88,136.94,1027.5,281411.7,140705.85,140705.85
PROJ-0017,2024,Data Scientist,,273.88,136.94,174.1,47682.51,23841.25,23841.26
PROJ-0017,2023,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",274.59,137.29,1114.5,306030.55,153009.7,153020.85
PROJ-0017,2024,Sr. Consultant,"Technical Lead, Functional Lead, AI Lead, Data Lead, QA Lead, UX Designer, Security Lead",274.59,137.29,151.5,41600.38,20799.43,20800.95
PROJ-0017,2023,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",274.23,142.6,1059.6,290574.11,151098.96,139475.15
PROJ-0017,2024,Consultant,"Infrastructure Engineer, Security Engineer, Application Engineer, Data Engineer, AI Engineer, QA Engineer, UX Engineer, DevOps Engineer",274.23,142.6,150.5,41271.62,21461.3,19810.32
