project_id,year,period_ending_date,budget_component,usd_planned,actuals_usd,forecast_usd
PROJ-0004,2023,2023-11-01,Total Cost,180059.15,173105.73,
PROJ-0004,2023,2023-11-01,Total Margin,180059.15,151921.19,
PROJ-0005,2023,2023-03-31,Fees Revenue,,614832.8,
PROJ-0005,2023,2023-03-31,Fees Cost,,315429.34,
PROJ-0005,2023,2023-03-31,Fees Margin,,299403.46,
PROJ-0005,2023,2023-03-31,Expenses Revenue,,26678.26,
PROJ-0005,2023,2023-03-31,Expenses Cost,,26678.26,
PROJ-0005,2023,2023-03-31,Expenses Margin,,0.0,
PROJ-0005,2023,2023-03-31,Risk Reserve - Revenue,,48174.2,
PROJ-0005,2023,2023-03-31,Risk Reserve - Cost,,48174.2,
PROJ-0005,2023,2023-03-31,Risk Reserve - Margin,,0.0,
PROJ-0005,2023,2023-03-31,Total Revenue,716075.87,689685.26,
PROJ-0005,2023,2023-03-31,Total Cost,405200.59,390281.8,
PROJ-0005,2023,2023-03-31,Total Margin,405200.59,299403.46,
PROJ-0005,2023,2023-04-28,Fees Revenue,,621206.21,
PROJ-0005,2023,2023-04-28,Fees Cost,,319228.89,
PROJ-0005,2023,2023-04-28,Fees Margin,,301977.32,
PROJ-0005,2023,2023-04-28,Expenses Revenue,,23906.16,
PROJ-0005,2023,2023-04-28,Expenses Cost,,23906.16,
PROJ-0005,2023,2023-04-28,Expenses Margin,,0.0,
PROJ-0005,2023,2023-04-28,Risk Reserve - Revenue,,48673.58,
PROJ-0005,2023,2023-04-28,Risk Reserve - Cost,,48673.58,
PROJ-0005,2023,2023-04-28,Risk Reserve - Margin,,0.0,
PROJ-0005,2023,2023-04-28,Total Revenue,716075.87,693785.95,
PROJ-0005,2023,2023-04-28,Total Cost,405200.59,391808.63,
PROJ-0005,2023,2023-04-28,Total Margin,405200.59,301977.32,
PROJ-0005,2023,2023-05-26,Fees Revenue,,607643.45,
PROJ-0005,2023,2023-05-26,Fees Cost,,310511.9,
PROJ-0005,2023,2023-05-26,Fees Margin,,297131.55,
PROJ-0005,2023,2023-05-26,Expenses Revenue,,27494.39,
PROJ-0005,2023,2023-05-26,Expenses Cost,,27494.39,
PROJ-0005,2023,2023-05-26,Expenses Margin,,0.0,
PROJ-0005,2023,2023-05-26,Risk Reserve - Revenue,,47610.89,
PROJ-0005,2023,2023-05-26,Risk Reserve - Cost,,47610.89,
PROJ-0005,2023,2023-05-26,Risk Reserve - Margin,,0.0,
PROJ-0005,2023,2023-05-26,Total Revenue,716075.87,682748.73,
PROJ-0005,2023,2023-05-26,Total Cost,405200.59,385617.18,
PROJ-0005,2023,2023-05-26,Total Margin,405200.59,297131.55,
PROJ-0005,2023,2023-06-23,Fees Revenue,,605490.77,
PROJ-0005,2023,2023-06-23,Fees Cost,,310769.4,
PROJ-0005,2023,2023-06-23,Fees Margin,,294721.37,
PROJ-0005,2023,2023-06-23,Expenses Revenue,,29799.73,
PROJ-0005,2023,2023-06-23,Expenses Cost,,29799.73,
PROJ-0005,2023,2023-06-23,Expenses Margin,,0.0,
PROJ-0005,2023,2023-06-23,Risk Reserve - Revenue,,47442.22,
PROJ-0005,2023,2023-06-23,Risk Reserve - Cost,,47442.22,
PROJ-0005,2023,2023-06-23,Risk Reserve - Margin,,0.0,
PROJ-0005,2023,2023-06-23,Total Revenue,716075.87,682732.72,
PROJ-0005,2023,2023-06-23,Total Cost,405200.59,388011.35,
PROJ-0005,2023,2023-06-23,Total Margin,405200.59,294721.37,
PROJ-0005,2023,2023-07-21,Fees Revenue,,597967.33,
PROJ-0005,2023,2023-07-21,Fees Cost,,306603.48,
PROJ-0005,2023,2023-07-21,Fees Margin,,291363.85,
PROJ-0005,2023,2023-07-21,Expenses Revenue,,29898.33,
PROJ-0005,2023,2023-07-21,Expenses Cost,,29898.33,
PROJ-0005,2023,2023-07-21,Expenses Margin,,0.0,
PROJ-0005,2023,2023-07-21,Risk Reserve - Revenue,,46852.74,
PROJ-0005,2023,2023-07-21,Risk Reserve - Cost,,46852.74,
PROJ-0005,2023,2023-07-21,Risk Reserve - Margin,,0.0,
PROJ-0005,2023,2023-07-21,Total Revenue,716075.87,674718.4,
PROJ-0005,2023,2023-07-21,Total Cost,405200.59,383354.55,
PROJ-0005,2023,2023-07-21,Total Margin,405200.59,291363.85,
PROJ-0005,2023,2023-08-18,Fees Revenue,,657438.97,
PROJ-0005,2023,2023-08-18,Fees Cost,,336940.32,
PROJ-0005,2023,2023-08-18,Fees Margin,,320498.65,
PROJ-0005,2023,2023-08-18,Expenses Revenue,,31957.88,
PROJ-0005,2023,2023-08-18,Expenses Cost,,31957.88,
PROJ-0005,2023,2023-08-18,Expenses Margin,,0.0,
PROJ-0005,2023,2023-08-18,Risk Reserve - Revenue,,51512.54,
PROJ-0005,2023,2023-08-18,Risk Reserve - Cost,,51512.54,
PROJ-0005,2023,2023-08-18,Risk Reserve - Margin,,0.0,
PROJ-0005,2023,2023-08-18,Total Revenue,716075.87,740909.39,
PROJ-0005,2023,2023-08-18,Total Cost,405200.59,420410.74,
PROJ-0005,2023,2023-08-18,Total Margin,405200.59,320498.65,
PROJ-0005,2023,2023-09-15,Fees Revenue,,599534.65,
PROJ-0005,2023,2023-09-15,Fees Cost,,308646.8,
PROJ-0005,2023,2023-09-15,Fees Margin,,290887.85,
PROJ-0005,2023,2023-09-15,Expenses Revenue,,22721.08,
PROJ-0005,2023,2023-09-15,Expenses Cost,,22721.08,
PROJ-0005,2023,2023-09-15,Expenses Margin,,0.0,
PROJ-0005,2023,2023-09-15,Risk Reserve - Revenue,,46975.54,
PROJ-0005,2023,2023-09-15,Risk Reserve - Cost,,46975.54,
PROJ-0005,2023,2023-09-15,Risk Reserve - Margin,,0.0,
PROJ-0005,2023,2023-09-15,Total Revenue,716075.87,669231.27,
PROJ-0005,2023,2023-09-15,Total Cost,405200.59,378343.42,
PROJ-0005,2023,2023-09-15,Total Margin,405200.59,290887.85,
PROJ-0005,2023,2023-10-13,Fees Revenue,,629162.32,
PROJ-0005,2023,2023-10-13,Fees Cost,,322714.76,
PROJ-0005,2023,2023-10-13,Fees Margin,,306447.56,
PROJ-0005,2023,2023-10-13,Expenses Revenue,,29493.06,
PROJ-0005,2023,2023-10-13,Expenses Cost,,29493.06,
PROJ-0005,2023,2023-10-13,Expenses Margin,,0.0,
PROJ-0005,2023,2023-10-13,Risk Reserve - Revenue,,49296.97,
PROJ-0005,2023,2023-10-13,Risk Reserve - Cost,,49296.97,
PROJ-0005,2023,2023-10-13,Risk Reserve - Margin,,0.0,
PROJ-0005,2023,2023-10-13,Total Revenue,716075.87,707952.35,
PROJ-0005,2023,2023-10-13,Total Cost,405200.59,401504.79,
PROJ-0005,2023,2023-10-13,Total Margin,405200.59,306447.56,
PROJ-0005,2023,2023-11-10,Fees Revenue,,643842.55,
PROJ-0005,2023,2023-11-10,Fees Cost,,330487.75,
PROJ-0005,2023,2023-11-10,Fees Margin,,313354.8,
PROJ-0005,2023,2023-11-10,Expenses Revenue,,30499.03,
PROJ-0005,2023,2023-11-10,Expenses Cost,,30499.03,
PROJ-0005,2023,2023-11-10,Expenses Margin,,0.0,
PROJ-0005,2023,2023-11-10,Risk Reserve - Revenue,,50447.21,
PROJ-0005,2023,2023-11-10,Risk Reserve - Cost,,50447.21,
PROJ-0005,2023,2023-11-10,Risk Reserve - Margin,,0.0,
PROJ-0005,2023,2023-11-10,Total Revenue,716075.87,724788.79,
PROJ-0005,2023,2023-11-10,Total Cost,405200.59,411433.99,
PROJ-0005,2023,2023-11-10,Total Margin,405200.59,313354.8,
PROJ-0005,2023,2023-12-08,Fees Revenue,,591294.53,
PROJ-0005,2023,2023-12-08,Fees Cost,,303246.06,
PROJ-0005,2023,2023-12-08,Fees Margin,,288048.47,
PROJ-0005,2023,2023-12-08,Expenses Revenue,,26308.67,
PROJ-0005,2023,2023-12-08,Expenses Cost,,26308.67,
PROJ-0005,2023,2023-12-08,Expenses Margin,,0.0,
PROJ-0005,2023,2023-12-08,Risk Reserve - Revenue,,46329.9,
PROJ-0005,2023,2023-12-08,Risk Reserve - Cost,,46329.9,
PROJ-0005,2023,2023-12-08,Risk Reserve - Margin,,0.0,
PROJ-0005,2023,2023-12-08,Total Revenue,716075.87,663933.1,
PROJ-0005,2023,2023-12-08,Total Cost,405200.59,375884.63,
PROJ-0005,2023,2023-12-08,Total Margin,405200.59,288048.47,
PROJ-0005,2024,2024-01-05,Fees Revenue,,608351.09,
PROJ-0005,2024,2024-01-05,Fees Cost,,311057.89,
PROJ-0005,2024,2024-01-05,Fees Margin,,297293.2,
PROJ-0005,2024,2024-01-05,Expenses Revenue,,40016.42,
PROJ-0005,2024,2024-01-05,Expenses Cost,,40016.42,
PROJ-0005,2024,2024-01-05,Expenses Margin,,0.0,
PROJ-0005,2024,2024-01-05,Risk Reserve - Revenue,,44305.23,
PROJ-0005,2024,2024-01-05,Risk Reserve - Cost,,44305.23,
PROJ-0005,2024,2024-01-05,Risk Reserve - Margin,,0.0,
PROJ-0005,2024,2024-01-05,Total Revenue,660551.95,692672.74,
PROJ-0005,2024,2024-01-05,Total Cost,376777.13,395379.54,
PROJ-0005,2024,2024-01-05,Total Margin,376777.13,297293.2,
PROJ-0005,2024,2024-02-02,Fees Revenue,,584787.08,
PROJ-0005,2024,2024-02-02,Fees Cost,,300174.24,
PROJ-0005,2024,2024-02-02,Fees Margin,,284612.84,
PROJ-0005,2024,2024-02-02,Expenses Revenue,,32878.97,
PROJ-0005,2024,2024-02-02,Expenses Cost,,32878.97,
PROJ-0005,2024,2024-02-02,Expenses Margin,,0.0,
PROJ-0005,2024,2024-02-02,Risk Reserve - Revenue,,42589.1,
PROJ-0005,2024,2024-02-02,Risk Reserve - Cost,,42589.1,
PROJ-0005,2024,2024-02-02,Risk Reserve - Margin,,0.0,
PROJ-0005,2024,2024-02-02,Total Revenue,660551.95,660255.15,
PROJ-0005,2024,2024-02-02,Total Cost,376777.13,375642.31,
PROJ-0005,2024,2024-02-02,Total Margin,376777.13,284612.84,
PROJ-0005,2024,2024-03-01,Fees Revenue,,597020.54,
PROJ-0005,2024,2024-03-01,Fees Cost,,306525.44,
PROJ-0005,2024,2024-03-01,Fees Margin,,290495.1,
PROJ-0005,2024,2024-03-01,Expenses Revenue,,40711.11,
PROJ-0005,2024,2024-03-01,Expenses Cost,,40711.11,
PROJ-0005,2024,2024-03-01,Expenses Margin,,0.0,
PROJ-0005,2024,2024-03-01,Risk Reserve - Revenue,,43480.05,
PROJ-0005,2024,2024-03-01,Risk Reserve - Cost,,43480.05,
PROJ-0005,2024,2024-03-01,Risk Reserve - Margin,,0.0,
PROJ-0005,2024,2024-03-01,Total Revenue,660551.95,681211.7,
PROJ-0005,2024,2024-03-01,Total Cost,376777.13,390716.6,
PROJ-0005,2024,2024-03-01,Total Margin,376777.13,290495.1,
PROJ-0005,2024,2024-03-29,Fees Revenue,,626977.57,
PROJ-0005,2024,2024-03-29,Fees Cost,,321879.5,
PROJ-0005,2024,2024-03-29,Fees Margin,,305098.07,
PROJ-0005,2024,2024-03-29,Expenses Revenue,,34521.26,
PROJ-0005,2024,2024-03-29,Expenses Cost,,34521.26,
PROJ-0005,2024,2024-03-29,Expenses Margin,,0.0,
PROJ-0005,2024,2024-03-29,Risk Reserve - Revenue,,45661.77,
PROJ-0005,2024,2024-03-29,Risk Reserve - Cost,,45661.77,
PROJ-0005,2024,2024-03-29,Risk Reserve - Margin,,0.0,
PROJ-0005,2024,2024-03-29,Total Revenue,660551.95,707160.6,
PROJ-0005,2024,2024-03-29,Total Cost,376777.13,402062.53,
PROJ-0005,2024,2024-03-29,Total Margin,376777.13,305098.07,
PROJ-0005,2024,2024-04-26,Fees Revenue,,631913.13,
PROJ-0005,2024,2024-04-26,Fees Cost,,323954.29,
PROJ-0005,2024,2024-04-26,Fees Margin,,307958.84,
PROJ-0005,2024,2024-04-26,Expenses Revenue,,39707.94,
PROJ-0005,2024,2024-04-26,Expenses Cost,,39707.94,
PROJ-0005,2024,2024-04-26,Expenses Margin,,0.0,
PROJ-0005,2024,2024-04-26,Risk Reserve - Revenue,,46021.22,
PROJ-0005,2024,2024-04-26,Risk Reserve - Cost,,46021.22,
PROJ-0005,2024,2024-04-26,Risk Reserve - Margin,,0.0,
PROJ-0005,2024,2024-04-26,Total Revenue,660551.95,717642.29,
PROJ-0005,2024,2024-04-26,Total Cost,376777.13,409683.45,
PROJ-0005,2024,2024-04-26,Total Margin,376777.13,307958.84,
PROJ-0005,2024,2024-05-24,Fees Revenue,,629776.18,
PROJ-0005,2024,2024-05-24,Fees Cost,,322884.71,
PROJ-0005,2024,2024-05-24,Fees Margin,,306891.47,
PROJ-0005,2024,2024-05-24,Expenses Revenue,,35025.46,
PROJ-0005,2024,2024-05-24,Expenses Cost,,35025.46,
PROJ-0005,2024,2024-05-24,Expenses Margin,,0.0,
PROJ-0005,2024,2024-05-24,Risk Reserve - Revenue,,45865.59,
PROJ-0005,2024,2024-05-24,Risk Reserve - Cost,,45865.59,
PROJ-0005,2024,2024-05-24,Risk Reserve - Margin,,0.0,
PROJ-0005,2024,2024-05-24,Total Revenue,660551.95,710667.23,
PROJ-0005,2024,2024-05-24,Total Cost,376777.13,403775.76,
PROJ-0005,2024,2024-05-24,Total Margin,376777.13,306891.47,
PROJ-0005,2024,2024-06-21,Fees Revenue,,620273.56,
PROJ-0005,2024,2024-06-21,Fees Cost,,317976.26,
PROJ-0005,2024,2024-06-21,Fees Margin,,302297.3,
PROJ-0005,2024,2024-06-21,Expenses Revenue,,38632.08,
PROJ-0005,2024,2024-06-21,Expenses Cost,,38632.08,
PROJ-0005,2024,2024-06-21,Expenses Margin,,0.0,
PROJ-0005,2024,2024-06-21,Risk Reserve - Revenue,,45173.53,
PROJ-0005,2024,2024-06-21,Risk Reserve - Cost,,45173.53,
PROJ-0005,2024,2024-06-21,Risk Reserve - Margin,,0.0,
PROJ-0005,2024,2024-06-21,Total Revenue,660551.95,704079.17,
PROJ-0005,2024,2024-06-21,Total Cost,376777.13,401781.87,
PROJ-0005,2024,2024-06-21,Total Margin,376777.13,302297.3,
PROJ-0005,2024,2024-07-19,Fees Revenue,,655060.73,
PROJ-0005,2024,2024-07-19,Fees Cost,,335769.32,
PROJ-0005,2024,2024-07-19,Fees Margin,,319291.41,
PROJ-0005,2024,2024-07-19,Expenses Revenue,,32863.89,
PROJ-0005,2024,2024-07-19,Expenses Cost,,32863.89,
PROJ-0005,2024,2024-07-19,Expenses Margin,,0.0,
PROJ-0005,2024,2024-07-19,Risk Reserve - Revenue,,47707.02,
PROJ-0005,2024,2024-07-19,Risk Reserve - Cost,,47707.02,
PROJ-0005,2024,2024-07-19,Risk Reserve - Margin,,0.0,
PROJ-0005,2024,2024-07-19,Total Revenue,660551.95,735631.64,
PROJ-0005,2024,2024-07-19,Total Cost,376777.13,416340.23,
PROJ-0005,2024,2024-07-19,Total Margin,376777.13,319291.41,
PROJ-0005,2024,2024-08-16,Fees Revenue,,589492.47,
PROJ-0005,2024,2024-08-16,Fees Cost,,302354.72,
PROJ-0005,2024,2024-08-16,Fees Margin,,287137.75,
PROJ-0005,2024,2024-08-16,Expenses Revenue,,33518.82,
PROJ-0005,2024,2024-08-16,Expenses Cost,,33518.82,
PROJ-0005,2024,2024-08-16,Expenses Margin,,0.0,
PROJ-0005,2024,2024-08-16,Risk Reserve - Revenue,,42931.79,
PROJ-0005,2024,2024-08-16,Risk Reserve - Cost,,42931.79,
PROJ-0005,2024,2024-08-16,Risk Reserve - Margin,,0.0,
PROJ-0005,2024,2024-08-16,Total Revenue,660551.95,665943.08,
PROJ-0005,2024,2024-08-16,Total Cost,376777.13,378805.33,
PROJ-0005,2024,2024-08-16,Total Margin,376777.13,287137.75,
PROJ-0005,2024,2024-09-13,Fees Revenue,,621841.66,
PROJ-0005,2024,2024-09-13,Fees Cost,,318258.1,
PROJ-0005,2024,2024-09-13,Fees Margin,,303583.56,
PROJ-0005,2024,2024-09-13,Expenses Revenue,,42506.56,
PROJ-0005,2024,2024-09-13,Expenses Cost,,42506.56,
PROJ-0005,2024,2024-09-13,Expenses Margin,,0.0,
PROJ-0005,2024,2024-09-13,Risk Reserve - Revenue,,45287.73,
PROJ-0005,2024,2024-09-13,Risk Reserve - Cost,,45287.73,
PROJ-0005,2024,2024-09-13,Risk Reserve - Margin,,0.0,
PROJ-0005,2024,2024-09-13,Total Revenue,660551.95,709635.95,
PROJ-0005,2024,2024-09-13,Total Cost,376777.13,406052.39,
PROJ-0005,2024,2024-09-13,Total Margin,376777.13,303583.56,
PROJ-0006,2025,2025-03-07,Fees Revenue,,,78700.46
PROJ-0006,2025,2025-03-07,Fees Cost,,,37496.85
PROJ-0006,2025,2025-03-07,Fees Margin,,,41203.61
PROJ-0006,2025,2025-03-07,Expenses Revenue,,,1737.07
PROJ-0006,2025,2025-03-07,Expenses Cost,,,1737.07
PROJ-0006,2025,2025-03-07,Expenses Margin,,,0.0
PROJ-0006,2025,2025-03-07,Risk Reserve - Revenue,,,0.0
PROJ-0006,2025,2025-03-07,Risk Reserve - Cost,,,0.0
PROJ-0006,2025,2025-03-07,Risk Reserve - Margin,,,0.0
PROJ-0006,2025,2025-03-07,Total Revenue,,,80437.53
PROJ-0006,2025,2025-03-07,Total Cost,,,39233.92
PROJ-0006,2025,2025-03-07,Total Margin,,,41203.61
PROJ-0006,2025,2025-04-04,Fees Revenue,,,77950.0
PROJ-0006,2025,2025-04-04,Fees Cost,,,37229.64
PROJ-0006,2025,2025-04-04,Fees Margin,,,40720.36
PROJ-0006,2025,2025-04-04,Expenses Revenue,,,2078.25
PROJ-0006,2025,2025-04-04,Expenses Cost,,,2078.25
PROJ-0006,2025,2025-04-04,Expenses Margin,,,0.0
PROJ-0006,2025,2025-04-04,Risk Reserve - Revenue,,,0.0
PROJ-0006,2025,2025-04-04,Risk Reserve - Cost,,,0.0
PROJ-0006,2025,2025-04-04,Risk Reserve - Margin,,,0.0
PROJ-0006,2025,2025-04-04,Total Revenue,,,80028.25
PROJ-0006,2025,2025-04-04,Total Cost,,,39307.89
PROJ-0006,2025,2025-04-04,Total Margin,,,40720.36
PROJ-0007,2024,2024-09-24,Fees Revenue,,290056.45,
PROJ-0007,2024,2024-09-24,Fees Cost,,143351.73,
PROJ-0007,2024,2024-09-24,Fees Margin,,146704.72,
PROJ-0007,2024,2024-09-24,Expenses Revenue,,22896.9,
PROJ-0007,2024,2024-09-24,Expenses Cost,,22896.9,
PROJ-0007,2024,2024-09-24,Expenses Margin,,0.0,
PROJ-0007,2024,2024-09-24,Risk Reserve - Revenue,,0.0,
PROJ-0007,2024,2024-09-24,Risk Reserve - Cost,,0.0,
PROJ-0007,2024,2024-09-24,Risk Reserve - Margin,,0.0,
PROJ-0007,2024,2024-09-24,Total Revenue,329244.46,312953.35,
PROJ-0007,2024,2024-09-24,Total Cost,173692.37,166248.63,
PROJ-0007,2024,2024-09-24,Total Margin,173692.37,146704.72,
PROJ-0007,2024,2024-10-22,Fees Revenue,,303410.07,
PROJ-0007,2024,2024-10-22,Fees Cost,,149901.09,
PROJ-0007,2024,2024-10-22,Fees Margin,,153508.98,
PROJ-0007,2024,2024-10-22,Expenses Revenue,,22297.59,
PROJ-0007,2024,2024-10-22,Expenses Cost,,22297.59,
PROJ-0007,2024,2024-10-22,Expenses Margin,,0.0,
PROJ-0007,2024,2024-10-22,Risk Reserve - Revenue,,0.0,
PROJ-0007,2024,2024-10-22,Risk Reserve - Cost,,0.0,
PROJ-0007,2024,2024-10-22,Risk Reserve - Margin,,0.0,
PROJ-0007,2024,2024-10-22,Total Revenue,329244.46,325707.66,
PROJ-0007,2024,2024-10-22,Total Cost,173692.37,172198.68,
PROJ-0007,2024,2024-10-22,Total Margin,173692.37,153508.98,
PROJ-0007,2024,2024-11-19,Fees Revenue,,300307.47,
PROJ-0007,2024,2024-11-19,Fees Cost,,148741.7,
PROJ-0007,2024,2024-11-19,Fees Margin,,151565.77,
PROJ-0007,2024,2024-11-19,Expenses Revenue,,22247.92,
PROJ-0007,2024,2024-11-19,Expenses Cost,,22247.92,
PROJ-0007,2024,2024-11-19,Expenses Margin,,0.0,
PROJ-0007,2024,2024-11-19,Risk Reserve - Revenue,,0.0,
PROJ-0007,2024,2024-11-19,Risk Reserve - Cost,,0.0,
PROJ-0007,2024,2024-11-19,Risk Reserve - Margin,,0.0,
PROJ-0007,2024,2024-11-19,Total Revenue,329244.46,322555.39,
PROJ-0007,2024,2024-11-19,Total Cost,173692.37,170989.62,
PROJ-0007,2024,2024-11-19,Total Margin,173692.37,151565.77,
PROJ-0007,2024,2024-12-17,Fees Revenue,,302564.76,
PROJ-0007,2024,2024-12-17,Fees Cost,,149179.09,
PROJ-0007,2024,2024-12-17,Fees Margin,,153385.67,
PROJ-0007,2024,2024-12-17,Expenses Revenue,,18829.28,
PROJ-0007,2024,2024-12-17,Expenses Cost,,18829.28,
PROJ-0007,2024,2024-12-17,Expenses Margin,,0.0,
PROJ-0007,2024,2024-12-17,Risk Reserve - Revenue,,0.0,
PROJ-0007,2024,2024-12-17,Risk Reserve - Cost,,0.0,
PROJ-0007,2024,2024-12-17,Risk Reserve - Margin,,0.0,
PROJ-0007,2024,2024-12-17,Total Revenue,329244.46,321394.04,
PROJ-0007,2024,2024-12-17,Total Cost,173692.37,168008.37,
PROJ-0007,2024,2024-12-17,Total Margin,173692.37,153385.67,
PROJ-0007,2025,2025-01-14,Fees Revenue,,,288545.48
PROJ-0007,2025,2025-01-14,Fees Cost,,,142257.48
PROJ-0007,2025,2025-01-14,Fees Margin,,,146288.0
PROJ-0007,2025,2025-01-14,Expenses Revenue,,,16360.56
PROJ-0007,2025,2025-01-14,Expenses Cost,,,16360.56
PROJ-0007,2025,2025-01-14,Expenses Margin,,,0.0
PROJ-0007,2025,2025-01-14,Risk Reserve - Revenue,,,0.0
PROJ-0007,2025,2025-01-14,Risk Reserve - Cost,,,0.0
PROJ-0007,2025,2025-01-14,Risk Reserve - Margin,,,0.0
PROJ-0007,2025,2025-01-14,Total Revenue,,,304906.04
PROJ-0007,2025,2025-01-14,Total Cost,,,158618.04
PROJ-0007,2025,2025-01-14,Total Margin,,,146288.0
PROJ-0007,2025,2025-02-11,Fees Revenue,,,296137.74
PROJ-0007,2025,2025-02-11,Fees Cost,,,146121.25
PROJ-0007,2025,2025-02-11,Fees Margin,,,150016.49
PROJ-0007,2025,2025-02-11,Expenses Revenue,,,20013.22
PROJ-0007,2025,2025-02-11,Expenses Cost,,,20013.22
PROJ-0007,2025,2025-02-11,Expenses Margin,,,0.0
PROJ-0007,2025,2025-02-11,Risk Reserve - Revenue,,,0.0
PROJ-0007,2025,2025-02-11,Risk Reserve - Cost,,,0.0
PROJ-0007,2025,2025-02-11,Risk Reserve - Margin,,,0.0
PROJ-0007,2025,2025-02-11,Total Revenue,,,316150.96
PROJ-0007,2025,2025-02-11,Total Cost,,,166134.47
PROJ-0007,2025,2025-02-11,Total Margin,,,150016.49
PROJ-0007,2025,2025-03-11,Fees Revenue,,,282215.75
PROJ-0007,2025,2025-03-11,Fees Cost,,,139385.17
PROJ-0007,2025,2025-03-11,Fees Margin,,,142830.58
PROJ-0007,2025,2025-03-11,Expenses Revenue,,,19220.59
PROJ-0007,2025,2025-03-11,Expenses Cost,,,19220.59
PROJ-0007,2025,2025-03-11,Expenses Margin,,,0.0
PROJ-0007,2025,2025-03-11,Risk Reserve - Revenue,,,0.0
PROJ-0007,2025,2025-03-11,Risk Reserve - Cost,,,0.0
PROJ-0007,2025,2025-03-11,Risk Reserve - Margin,,,0.0
PROJ-0007,2025,2025-03-11,Total Revenue,,,301436.34
PROJ-0007,2025,2025-03-11,Total Cost,,,158605.76
PROJ-0007,2025,2025-03-11,Total Margin,,,142830.58
PROJ-0007,2025,2025-04-08,Fees Revenue,,,285845.78
PROJ-0007,2025,2025-04-08,Fees Cost,,,141086.77
PROJ-0007,2025,2025-04-08,Fees Margin,,,144759.01
PROJ-0007,2025,2025-04-08,Expenses Revenue,,,16681.2
PROJ-0007,2025,2025-04-08,Expenses Cost,,,16681.2
PROJ-0007,2025,2025-04-08,Expenses Margin,,,0.0
PROJ-0007,2025,2025-04-08,Risk Reserve - Revenue,,,0.0
PROJ-0007,2025,2025-04-08,Risk Reserve - Cost,,,0.0
PROJ-0007,2025,2025-04-08,Risk Reserve - Margin,,,0.0
PROJ-0007,2025,2025-04-08,Total Revenue,,,302526.98
PROJ-0007,2025,2025-04-08,Total Cost,,,157767.97
PROJ-0007,2025,2025-04-08,Total Margin,,,144759.01
PROJ-0007,2025,2025-05-06,Fees Revenue,,,290866.78
PROJ-0007,2025,2025-05-06,Fees Cost,,,143525.26
PROJ-0007,2025,2025-05-06,Fees Margin,,,147341.52
PROJ-0007,2025,2025-05-06,Expenses Revenue,,,16216.71
PROJ-0007,2025,2025-05-06,Expenses Cost,,,16216.71
PROJ-0007,2025,2025-05-06,Expenses Margin,,,0.0
PROJ-0007,2025,2025-05-06,Risk Reserve - Revenue,,,0.0
PROJ-0007,2025,2025-05-06,Risk Reserve - Cost,,,0.0
PROJ-0007,2025,2025-05-06,Risk Reserve - Margin,,,0.0
PROJ-0007,2025,2025-05-06,Total Revenue,,,307083.49
PROJ-0007,2025,2025-05-06,Total Cost,,,159741.97
PROJ-0007,2025,2025-05-06,Total Margin,,,147341.52
PROJ-0008,2023,2023-10-04,Fees Revenue,,211398.18,
PROJ-0008,2023,2023-10-04,Fees Cost,,105152.54,
PROJ-0008,2023,2023-10-04,Fees Margin,,106245.64,
PROJ-0008,2023,2023-10-04,Expenses Revenue,,6735.78,
PROJ-0008,2023,2023-10-04,Expenses Cost,,6735.78,
PROJ-0008,2023,2023-10-04,Expenses Margin,,0.0,
PROJ-0008,2023,2023-10-04,Risk Reserve - Revenue,,0.0,
PROJ-0008,2023,2023-10-04,Risk Reserve - Cost,,0.0,
PROJ-0008,2023,2023-10-04,Risk Reserve - Margin,,0.0,
PROJ-0008,2023,2023-10-04,Total Revenue,209414.93,218133.96,
PROJ-0008,2023,2023-10-04,Total Cost,106717.45,111888.32,
PROJ-0008,2023,2023-10-04,Total Margin,106717.45,106245.64,
PROJ-0008,2023,2023-11-01,Fees Revenue,,190050.02,
PROJ-0008,2023,2023-11-01,Fees Cost,,94641.44,
PROJ-0008,2023,2023-11-01,Fees Margin,,95408.58,
PROJ-0008,2023,2023-11-01,Expenses Revenue,,5173.7,
PROJ-0008,2023,2023-11-01,Expenses Cost,,5173.7,
PROJ-0008,2023,2023-11-01,Expenses Margin,,0.0,
PROJ-0008,2023,2023-11-01,Risk Reserve - Revenue,,0.0,
PROJ-0008,2023,2023-11-01,Risk Reserve - Cost,,0.0,
PROJ-0008,2023,2023-11-01,Risk Reserve - Margin,,0.0,
PROJ-0008,2023,2023-11-01,Total Revenue,209414.93,195223.72,
PROJ-0008,2023,2023-11-01,Total Cost,106717.45,99815.14,
PROJ-0008,2023,2023-11-01,Total Margin,106717.45,95408.58,
PROJ-0008,2023,2023-11-29,Fees Revenue,,197629.15,
PROJ-0008,2023,2023-11-29,Fees Cost,,97850.88,
PROJ-0008,2023,2023-11-29,Fees Margin,,99778.27,
PROJ-0008,2023,2023-11-29,Expenses Revenue,,5923.61,
PROJ-0008,2023,2023-11-29,Expenses Cost,,5923.61,
PROJ-0008,2023,2023-11-29,Expenses Margin,,0.0,
PROJ-0008,2023,2023-11-29,Risk Reserve - Revenue,,0.0,
PROJ-0008,2023,2023-11-29,Risk Reserve - Cost,,0.0,
PROJ-0008,2023,2023-11-29,Risk Reserve - Margin,,0.0,
PROJ-0008,2023,2023-11-29,Total Revenue,209414.93,203552.76,
